NUMERO_JRV,NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,NOMBRE_CENTRO,Votantes
3892,CORTES,SAN PEDRO SULA,CEB. PATRICIA BOGRÁN,336
3893,CORTES,SAN PEDRO SULA,CEB. PATRICIA BOGRÁN,336
3894,CORTES,SAN PEDRO SULA,CEB. PATRICIA BOGRÁN,336
3895,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3896,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3897,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3898,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3899,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3900,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3901,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3902,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3903,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3904,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3905,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3906,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3907,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3908,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3909,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3910,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,361
3911,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,360
3912,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,360
3913,CORTES,SAN PEDRO SULA,CEB RAFAEL PINEDA PONCE,360
3914,CORTES,SAN PEDRO SULA,ESC. JOSE A. ESPINOZA,331
3915,CORTES,SAN PEDRO SULA,ESC. JOSE A. ESPINOZA,330
3916,CORTES,SAN PEDRO SULA,ESC. JOSE A. ESPINOZA,330
3917,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3918,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3919,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3920,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3921,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3922,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3923,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3924,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3925,CORTES,SAN PEDRO SULA,CEB. EXP. GUIA TECNICA NO 3 FRANCISCO MORAZAN,361
3926,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,362
3927,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,362
3928,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,362
3929,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3930,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3931,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3932,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3933,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3934,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3935,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3936,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3937,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3938,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3939,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3940,CORTES,SAN PEDRO SULA,CEB. LEOPOLDO AGUILAR OSEGUERA,361
3941,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3942,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3943,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3944,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3945,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3946,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3947,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3948,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3949,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3950,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3951,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,348
3952,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,347
3953,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,347
3954,CORTES,SAN PEDRO SULA,CEB. ESTEBAN MENDOZA,347
3955,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3956,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3957,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3958,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3959,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3960,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3961,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3962,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3963,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3964,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3965,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3966,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3967,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3968,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3969,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3970,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3971,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3972,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3973,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3974,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3975,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3976,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,352
3977,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3978,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3979,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3980,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3981,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3982,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3983,CORTES,SAN PEDRO SULA,CEB SOLEDAD FERNANDEZ CRUZ,351
3984,CORTES,SAN PEDRO SULA,CEB SANTA LUISA DE MARILLAC,262
3985,CORTES,SAN PEDRO SULA,CEB SANTA LUISA DE MARILLAC,261
3986,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",359
3987,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3988,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3989,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3990,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3991,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3992,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3993,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3994,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3995,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3996,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3997,CORTES,SAN PEDRO SULA,"JARDIN,ESCUELA E INSTITUTO. SAN JUAN BOSCO",358
3998,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,347
3999,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4000,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4001,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4002,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4003,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4004,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4005,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4006,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4007,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4008,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4009,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4010,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4011,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4012,CORTES,SAN PEDRO SULA,CEB ROBERTO CARLOS VALENZUELA,346
4013,CORTES,SAN PEDRO SULA,CEB JOSE MARIA GONZALES ROSA,339
4014,CORTES,SAN PEDRO SULA,CEB JOSE MARIA GONZALES ROSA,339
4015,CORTES,SAN PEDRO SULA,CEB JOSE MARIA GONZALES ROSA,339
4016,CORTES,SAN PEDRO SULA,CEB JOSE MARIA GONZALES ROSA,339
4017,CORTES,SAN PEDRO SULA,CEBG. LUIS BOGRÁN,292
4018,CORTES,SAN PEDRO SULA,CEBG. LUIS BOGRÁN,292
4019,CORTES,SAN PEDRO SULA,CEBG. LUIS BOGRÁN,291
4020,CORTES,SAN PEDRO SULA,INST. PABLO MENZEL,362
4021,CORTES,SAN PEDRO SULA,INST. PABLO MENZEL,361
4022,CORTES,SAN PEDRO SULA,INST. PABLO MENZEL,361
4023,CORTES,SAN PEDRO SULA,UCENM,341
4024,CORTES,SAN PEDRO SULA,UCENM,341
4025,CORTES,SAN PEDRO SULA,UCENM,340
4026,CORTES,SAN PEDRO SULA,UCENM,340
4027,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,357
4028,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4029,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4030,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4031,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4032,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4033,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4034,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4035,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4036,CORTES,SAN PEDRO SULA,CEB. DIONISIO DE HERRERA,356
4037,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,242
4038,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,241
4039,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,364
4040,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,364
4041,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,364
4042,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,364
4043,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4044,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4045,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4046,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4047,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4048,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4049,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4050,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4051,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4052,CORTES,SAN PEDRO SULA,INST. SAN VICENTE DE PAUL,363
4053,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,334
4054,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,334
4055,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,334
4056,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,334
4057,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,334
4058,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,333
4059,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,333
4060,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,333
4061,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,333
4062,CORTES,SAN PEDRO SULA,CEB. MANUEL ESCOTO SOTO,333
4063,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,332
4064,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4065,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4066,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4067,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4068,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4069,CORTES,SAN PEDRO SULA,ESC. 29 DE NOVIEMBRE,331
4070,CORTES,SAN PEDRO SULA,CEB LA GRAN FAMILIA,315
4071,CORTES,SAN PEDRO SULA,CEB LA GRAN FAMILIA,315
4072,CORTES,SAN PEDRO SULA,CEB LA GRAN FAMILIA,315
4073,CORTES,SAN PEDRO SULA,CEB LA GRAN FAMILIA,315
4074,CORTES,SAN PEDRO SULA,CEB LA GRAN FAMILIA,315
4075,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4076,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4077,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4078,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4079,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4080,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4081,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4082,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,342
4083,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,341
4084,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,341
4085,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,341
4086,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,341
4087,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,338
4088,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4089,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4090,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4091,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4092,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4093,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4094,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4095,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4096,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4097,CORTES,SAN PEDRO SULA,CEB MIGUEL PAZ BARAHONA,337
4098,CORTES,SAN PEDRO SULA,ESC. DR. RAMON ROSA,285
4099,CORTES,SAN PEDRO SULA,ESC. DR. RAMON ROSA,285
4100,CORTES,SAN PEDRO SULA,ESC. DR. RAMON ROSA,285
4101,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4102,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4103,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4104,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4105,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4106,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,361
4107,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,360
4108,CORTES,SAN PEDRO SULA,CEB REPUBLICA DE CUBA,360
4109,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,342
4110,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,342
4111,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4112,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4113,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4114,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4115,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4116,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4117,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4118,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4119,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4120,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4121,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4122,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4123,CORTES,SAN PEDRO SULA,CEB PEDRO NUFIO,341
4124,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4125,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4126,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4127,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4128,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4129,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4130,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4131,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4132,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4133,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4134,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,339
4135,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,338
4136,CORTES,SAN PEDRO SULA,CEB JOSE CASTRO LOPEZ,338
4137,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4138,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4139,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4140,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4141,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4142,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4143,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,337
4144,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,336
4145,CORTES,SAN PEDRO SULA,CEB 15 DE SEPTIEMBRE,336
4146,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4147,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4148,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4149,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4150,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4151,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4152,CORTES,SAN PEDRO SULA,CEB. PETRONILA,353
4153,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4154,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4155,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4156,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4157,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4158,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4159,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4160,CORTES,SAN PEDRO SULA,CEB. PETRONILA,352
4161,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4162,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4163,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4164,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4165,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4166,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4167,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4168,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4169,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4170,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4171,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4172,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4173,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4174,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4175,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4176,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4177,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4178,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4179,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4180,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4181,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4182,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4183,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4184,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4185,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,353
4186,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,352
4187,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,352
4188,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,352
4189,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,352
4190,CORTES,SAN PEDRO SULA,INST. JOSE TRINIDAD REYES,352
4191,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,343
4192,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,343
4193,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,343
4194,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,343
4195,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,342
4196,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,342
4197,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,342
4198,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,342
4199,CORTES,SAN PEDRO SULA,GENESIS BILINGUAL SCHOOL,342
4200,CORTES,SAN PEDRO SULA,ESC. JOSE SIMON AZCONA,314
4201,CORTES,SAN PEDRO SULA,ESC. JOSE SIMON AZCONA,314
4202,CORTES,SAN PEDRO SULA,ESC. JOSE SIMON AZCONA,313
4203,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,357
4204,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,357
4205,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,357
4206,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,357
4207,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,357
4208,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4209,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4210,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4211,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4212,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4213,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4214,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4215,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4216,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4217,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4218,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4219,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4220,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4221,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4222,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
4223,CORTES,SAN PEDRO SULA,CEB PRESENTACIÓN CENTENO,356
