Fecha_Hora,Departamento,JRV,Nivel,Estado,Detalle
2026-02-07 09:11:57,FRANCISCO MORAZAN,10953,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:12:01,FRANCISCO MORAZAN,10953,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:12:05,FRANCISCO MORAZAN,11049,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:12:16,FRANCISCO MORAZAN,11049,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:12:20,FRANCISCO MORAZAN,11049,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:12:24,FRANCISCO MORAZAN,11058,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:12:35,FRANCISCO MORAZAN,11058,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:12:39,FRANCISCO MORAZAN,11058,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:12:43,FRANCISCO MORAZAN,11060,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:12:48,FRANCISCO MORAZAN,11060,DIPUTADOS,EXITO,Guardado en no_computadas
2026-02-07 09:12:57,FRANCISCO MORAZAN,11060,ALCALDE,NO_DISPONIBLE,Botón ausente
2026-02-07 09:13:01,FRANCISCO MORAZAN,11272,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:13:11,FRANCISCO MORAZAN,11272,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:13:15,FRANCISCO MORAZAN,11272,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:13:19,FRANCISCO MORAZAN,11347,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:13:30,FRANCISCO MORAZAN,11347,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:13:34,FRANCISCO MORAZAN,11347,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:13:38,FRANCISCO MORAZAN,11598,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:13:48,FRANCISCO MORAZAN,11598,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:13:52,FRANCISCO MORAZAN,11598,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:13:56,FRANCISCO MORAZAN,12318,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:14:00,FRANCISCO MORAZAN,12318,DIPUTADOS,EXITO,Guardado en no_computadas
2026-02-07 09:14:05,FRANCISCO MORAZAN,12318,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:14:09,FRANCISCO MORAZAN,12319,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:14:19,FRANCISCO MORAZAN,12319,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:14:23,FRANCISCO MORAZAN,12319,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:14:27,FRANCISCO MORAZAN,12476,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:14:37,FRANCISCO MORAZAN,12476,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:14:42,FRANCISCO MORAZAN,12476,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:14:46,FRANCISCO MORAZAN,12504,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:14:56,FRANCISCO MORAZAN,12504,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:15:00,FRANCISCO MORAZAN,12504,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:15:05,FRANCISCO MORAZAN,12533,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:15:16,FRANCISCO MORAZAN,12533,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:15:20,FRANCISCO MORAZAN,12533,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:15:24,INTIBUCA,13006,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:15:30,INTIBUCA,13006,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:15:34,INTIBUCA,13006,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:15:38,ISLAS DE LA BAHIA,13324,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:15:42,ISLAS DE LA BAHIA,13324,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:15:46,ISLAS DE LA BAHIA,13324,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:15:50,ISLAS DE LA BAHIA,13340,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:15:55,ISLAS DE LA BAHIA,13340,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:15:59,ISLAS DE LA BAHIA,13340,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:16:03,ISLAS DE LA BAHIA,13341,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:16:07,ISLAS DE LA BAHIA,13341,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:16:12,ISLAS DE LA BAHIA,13341,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:16:16,ISLAS DE LA BAHIA,13393,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:16:20,ISLAS DE LA BAHIA,13393,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:16:24,ISLAS DE LA BAHIA,13393,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:16:28,ISLAS DE LA BAHIA,13395,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:16:32,ISLAS DE LA BAHIA,13395,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:16:37,ISLAS DE LA BAHIA,13395,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:16:41,ISLAS DE LA BAHIA,13404,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:16:45,ISLAS DE LA BAHIA,13404,DIPUTADOS,EXITO,Guardado en no_computadas
2026-02-07 09:16:49,ISLAS DE LA BAHIA,13404,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:16:53,LA PAZ,13480,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:16:58,LA PAZ,13480,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:17:02,LA PAZ,13480,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:17:06,LA PAZ,13492,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:17:11,LA PAZ,13492,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:17:15,LA PAZ,13492,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:17:19,LA PAZ,13907,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:17:24,LA PAZ,13907,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:17:28,LA PAZ,13907,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:17:32,OLANCHO,15528,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:17:38,OLANCHO,15528,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:17:42,OLANCHO,15528,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:17:46,OLANCHO,15740,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:17:55,OLANCHO,15740,DIPUTADOS,NO_DISPONIBLE,Botón ausente
2026-02-07 09:17:59,OLANCHO,15740,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:18:03,SANTA BARBARA,16628,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:18:09,SANTA BARBARA,16628,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:18:14,SANTA BARBARA,16628,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:18:18,SANTA BARBARA,16740,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:18:24,SANTA BARBARA,16740,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:18:28,SANTA BARBARA,16740,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:18:32,SANTA BARBARA,16830,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:18:37,SANTA BARBARA,16830,DIPUTADOS,EXITO,Guardado en no_computadas
2026-02-07 09:18:41,SANTA BARBARA,16830,ALCALDE,EXITO,Guardado en no_computadas
2026-02-07 09:18:45,SANTA BARBARA,17385,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:18:51,SANTA BARBARA,17385,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:18:56,SANTA BARBARA,17385,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:19:00,YORO,18177,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:19:06,YORO,18177,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:19:10,YORO,18177,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:19:14,YORO,18192,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:19:19,YORO,18192,DIPUTADOS,EXITO,Guardado en no_computadas
2026-02-07 09:19:23,YORO,18192,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:19:27,YORO,18268,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:19:34,YORO,18268,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:19:38,YORO,18268,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:19:42,YORO,18543,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:19:49,YORO,18543,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:19:53,YORO,18543,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:19:57,YORO,18572,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:20:04,YORO,18572,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:20:08,YORO,18572,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:20:12,YORO,19146,PRESIDENTE,EXITO,Guardado en pdf
2026-02-07 09:20:19,YORO,19146,DIPUTADOS,EXITO,Guardado en pdf
2026-02-07 09:20:23,YORO,19146,ALCALDE,EXITO,Guardado en pdf
2026-02-07 09:20:23,DESCONOCIDO,19156,TODOS,ERROR_RANGO,JRV fuera de rango
2026-02-07 09:20:23,DESCONOCIDO,19157,TODOS,ERROR_RANGO,JRV fuera de rango
2026-02-07 09:20:23,DESCONOCIDO,19159,TODOS,ERROR_RANGO,JRV fuera de rango
2026-02-07 09:20:23,DESCONOCIDO,19163,TODOS,ERROR_RANGO,JRV fuera de rango
